ensg	gene	ID	X1	X2	X3	X4	X5	X6	X7	X8	X9
ENSG00000103502.1	gene_3678	reg_20676	SUPER__5	TOGA	gene	105363293	105365564	.	+	.	ID=reg_20676;Name=gene.reg_20676
ENSG00000103507.1	gene_3679	evm.TU.SUPER__5.1400	SUPER__5	EVM	gene	106232094	106235520	.	+	.	ID=evm.TU.SUPER__5.1400;Name=EVM prediction SUPER__5.1400
ENSG00000103510.1	gene_3680	evm.TU.SUPER__5.1401	SUPER__5	EVM	gene	106238502	106247964	.	+	.	ID=evm.TU.SUPER__5.1401;Name=EVM prediction SUPER__5.1401
ENSG00000103522.1	gene_3681	evm.TU.SUPER__5.1291	SUPER__5	EVM	gene	103307089	103319898	.	+	.	ID=evm.TU.SUPER__5.1291;Name=EVM prediction SUPER__5.1291
ENSG00000103528.1	gene_3682	evm.TU.SUPER__5.947	SUPER__5	EVM	gene	87196569	87265979	.	+	.	ID=evm.TU.SUPER__5.947;Name=EVM prediction SUPER__5.947
ENSG00000103534.1	gene_3683	evm.TU.SUPER__5.942	SUPER__5	EVM	gene	86968930	87011635	.	-	.	ID=evm.TU.SUPER__5.942;Name=EVM prediction SUPER__5.942
ENSG00000103540.1	gene_3684	reg_6665	SUPER__5	TOGA	gene	86926058	86944873	.	-	.	ID=reg_6665;Name=gene.reg_6665
ENSG00000103544.1	gene_3685	reg_6424	SUPER__5	TOGA	gene	112666092	112826925	.	-	.	ID=reg_6424;Name=gene.reg_6424
ENSG00000103549.1	gene_3687	evm.TU.SUPER__5.1384	SUPER__5	EVM	gene	105951569	105962362	.	+	.	ID=evm.TU.SUPER__5.1384;Name=EVM prediction SUPER__5.1384
ENSG00000103550.1	gene_3688	evm.TU.SUPER__5.1512	SUPER__5	EVM	gene	112647890	112663567	.	+	.	ID=evm.TU.SUPER__5.1512;Name=EVM prediction SUPER__5.1512
ENSG00000103769.4	gene_3707	evm.TU.SUPER__5.633	SUPER__5	EVM	gene	64426840	64427490	.	-	.	ID=evm.TU.SUPER__5.633;Name=EVM prediction SUPER__5.633
ENSG00000104897.1	gene_3867	evm.TU.SUPER__5.961	SUPER__5	EVM	gene	88251066	88269048	.	-	.	ID=evm.TU.SUPER__5.961;Name=EVM prediction SUPER__5.961
ENSG00000105141.2	gene_3920	evm.TU.SUPER__5.1116	SUPER__5	EVM	gene	99301192	99306818	.	-	.	ID=evm.TU.SUPER__5.1116;Name=EVM prediction SUPER__5.1116
ENSG00000105193.2	gene_3932	evm.TU.SUPER__5.1030	SUPER__5	EVM	gene	93322413	93322853	.	+	.	ID=evm.TU.SUPER__5.1030;Name=EVM prediction SUPER__5.1030
ENSG00000105227.5	gene_3951	evm.TU.SUPER__5.884	SUPER__5	EVM	gene	81746480	81776915	.	+	.	ID=evm.TU.SUPER__5.884;Name=EVM prediction SUPER__5.884
ENSG00000105619.24	gene_4068	evm.TU.SUPER__5.520	SUPER__5	EVM	gene	46146419	46147150	.	+	.	ID=evm.TU.SUPER__5.520;Name=EVM prediction SUPER__5.520
ENSG00000105640.6	gene_4085	evm.TU.SUPER__5.391	SUPER__5	EVM	gene	36649950	36650476	.	+	.	ID=evm.TU.SUPER__5.391;Name=EVM prediction SUPER__5.391
ENSG00000105647.11	gene_4093	evm.TU.SUPER__5.216	SUPER__5	EVM	gene	18454091	18454489	.	+	.	ID=evm.TU.SUPER__5.216;Name=EVM prediction SUPER__5.216
ENSG00000106077.1	gene_4206	evm.TU.SUPER__5.878	SUPER__5	EVM	gene	81531282	81533532	.	-	.	ID=evm.TU.SUPER__5.878;Name=EVM prediction SUPER__5.878
ENSG00000106089.1	gene_4210	evm.TU.SUPER__5.877	SUPER__5	EVM	gene	81502516	81518423	.	-	.	ID=evm.TU.SUPER__5.877;Name=EVM prediction SUPER__5.877
ENSG00000106153.1	gene_4218	evm.TU.SUPER__5.930	SUPER__5	EVM	gene	86746419	86750535	.	+	.	ID=evm.TU.SUPER__5.930;Name=EVM prediction SUPER__5.930
ENSG00000106211.1	gene_4219	evm.TU.SUPER__5.854	SUPER__5	EVM	gene	80626928	80628116	.	-	.	ID=evm.TU.SUPER__5.854;Name=EVM prediction SUPER__5.854
ENSG00000106244.1	gene_4221	evm.TU.SUPER__5.750	SUPER__5	EVM	gene	77879431	77894718	.	-	.	ID=evm.TU.SUPER__5.750;Name=EVM prediction SUPER__5.750
ENSG00000106245.2	gene_4223	evm.TU.SUPER__5.751	SUPER__5	EVM	gene	77897238	77905874	.	+	.	ID=evm.TU.SUPER__5.751;Name=EVM prediction SUPER__5.751
ENSG00000106246.1	gene_4225	evm.TU.SUPER__5.752	SUPER__5	EVM	gene	77906452	77919857	.	-	.	ID=evm.TU.SUPER__5.752;Name=EVM prediction SUPER__5.752
ENSG00000106261.1	gene_4226	reg_20623	SUPER__5	TOGA	gene	78452981	78464879	.	+	.	ID=reg_20623;Name=gene.reg_20623
ENSG00000106290.1	gene_4232	reg_6734	SUPER__5	TOGA	gene	78542074	78550280	.	-	.	ID=reg_6734;Name=gene.reg_6734
ENSG00000106327.1	gene_4240	evm.TU.SUPER__5.803	SUPER__5	EVM	gene	79000986	79012485	.	-	.	ID=evm.TU.SUPER__5.803;Name=EVM prediction SUPER__5.803
ENSG00000106330.1	gene_4242	evm.TU.SUPER__5.802	SUPER__5	EVM	gene	78992449	78995607	.	+	.	ID=evm.TU.SUPER__5.802;Name=EVM prediction SUPER__5.802
ENSG00000106333.1	gene_4244	evm.TU.SUPER__5.801	SUPER__5	EVM	gene	78985260	78990138	.	+	.	ID=evm.TU.SUPER__5.801;Name=EVM prediction SUPER__5.801
ENSG00000106336.1	gene_4245	reg_20628	SUPER__5	TOGA	gene	78972145	78983880	.	+	.	ID=reg_20628;Name=gene.reg_20628
ENSG00000106351.1	gene_4250	evm.TU.SUPER__5.797	SUPER__5	EVM	gene	78927843	78950883	.	+	.	ID=evm.TU.SUPER__5.797;Name=EVM prediction SUPER__5.797
ENSG00000106366.1	gene_4252	evm.TU.SUPER__5.821	SUPER__5	EVM	gene	79378265	79383429	.	+	.	ID=evm.TU.SUPER__5.821;Name=EVM prediction SUPER__5.821
ENSG00000106367.1	gene_4253	evm.TU.SUPER__5.822	SUPER__5	EVM	gene	79400791	79406095	.	+	.	ID=evm.TU.SUPER__5.822;Name=EVM prediction SUPER__5.822
ENSG00000106384.1	gene_4254	reg_6891	SUPER__5	TOGA	gene	79437508	79440021	.	-	.	ID=reg_6891;Name=gene.reg_6891
ENSG00000106397.1	gene_4257	reg_6925	SUPER__5	TOGA	gene	79445708	79452532	.	-	.	ID=reg_6925;Name=gene.reg_6925
ENSG00000106400.1	gene_4259	evm.TU.SUPER__5.828	SUPER__5	EVM	gene	79453522	79458433	.	+	.	ID=evm.TU.SUPER__5.828;Name=EVM prediction SUPER__5.828
ENSG00000106404.1	gene_4260	evm.TU.SUPER__5.829	SUPER__5	EVM	gene	79467126	79472152	.	-	.	ID=evm.TU.SUPER__5.829;Name=EVM prediction SUPER__5.829
ENSG00000106436.1	gene_4263	evm.TU.SUPER__5.835	SUPER__5	EVM	gene	79784025	79792725	.	-	.	ID=evm.TU.SUPER__5.835;Name=EVM prediction SUPER__5.835
ENSG00000106609.1	gene_4295	evm.TU.SUPER__5.918	SUPER__5	EVM	gene	86247546	86257486	.	-	.	ID=evm.TU.SUPER__5.918;Name=EVM prediction SUPER__5.918
ENSG00000106635.1	gene_4305	evm.TU.SUPER__5.871	SUPER__5	EVM	gene	81395447	81412083	.	-	.	ID=evm.TU.SUPER__5.871;Name=EVM prediction SUPER__5.871
ENSG00000106638.1	gene_4308	evm.TU.SUPER__5.872	SUPER__5	EVM	gene	81423217	81429644	.	-	.	ID=evm.TU.SUPER__5.872;Name=EVM prediction SUPER__5.872
ENSG00000106665.1	gene_4310	evm.TU.SUPER__5.889	SUPER__5	EVM	gene	81975540	82024598	.	+	.	ID=evm.TU.SUPER__5.889;Name=EVM prediction SUPER__5.889
ENSG00000106682.1	gene_4311	evm.TU.SUPER__5.886	SUPER__5	EVM	gene	81854116	81878841	.	+	.	ID=evm.TU.SUPER__5.886;Name=EVM prediction SUPER__5.886
ENSG00000106683.1	gene_4312	reg_20759	SUPER__5	TOGA	gene	81790903	81817377	.	+	.	ID=reg_20759;Name=gene.reg_20759
ENSG00000108094.5	gene_4536	evm.TU.SUPER__5.1156	SUPER__5	EVM	gene	100190169	100192406	.	-	.	ID=evm.TU.SUPER__5.1156;Name=EVM prediction SUPER__5.1156
ENSG00000110700.4	gene_4883	evm.TU.SUPER__5.330	SUPER__5	EVM	gene	30873036	30873434	.	+	.	ID=evm.TU.SUPER__5.330;Name=EVM prediction SUPER__5.330
ENSG00000111911.1	gene_5109	evm.TU.SUPER__5.1379	SUPER__5	EVM	gene	105871939	105872466	.	-	.	ID=evm.TU.SUPER__5.1379;Name=EVM prediction SUPER__5.1379
ENSG00000112851.1	gene_5269	evm.TU.SUPER__5.365	SUPER__5	EVM	gene	34007547	34081988	.	+	.	ID=evm.TU.SUPER__5.365;Name=EVM prediction SUPER__5.365
ENSG00000112874.1	gene_5272	evm.TU.SUPER__5.602	SUPER__5	EVM	gene	58834348	58843811	.	-	.	ID=evm.TU.SUPER__5.602;Name=EVM prediction SUPER__5.602
ENSG00000112877.1	gene_5273	evm.TU.SUPER__5.309	SUPER__5	EVM	gene	28949437	28969952	.	-	.	ID=evm.TU.SUPER__5.309;Name=EVM prediction SUPER__5.309
ENSG00000112893.1	gene_5274	evm.TU.SUPER__5.620	SUPER__5	EVM	gene	63157915	63313683	.	+	.	ID=evm.TU.SUPER__5.620;Name=EVM prediction SUPER__5.620
ENSG00000112902.1	gene_5275	reg_6654	SUPER__5	TOGA	gene	11814608	12053642	.	-	.	ID=reg_6654;Name=gene.reg_6654
ENSG00000112936.1	gene_5276	evm.TU.SUPER__5.90	SUPER__5	EVM	gene	5103820	5161097	.	-	.	ID=evm.TU.SUPER__5.90;Name=EVM prediction SUPER__5.90
ENSG00000112941.1	gene_5277	evm.TU.SUPER__5.250	SUPER__5	EVM	gene	25331699	25370518	.	-	.	ID=evm.TU.SUPER__5.250;Name=EVM prediction SUPER__5.250
ENSG00000112964.1	gene_5278	reg_20683	SUPER__5	TOGA	gene	9448553	9554538	.	+	.	ID=reg_20683;Name=gene.reg_20683
ENSG00000112972.1	gene_5279	evm.TU.SUPER__5.153	SUPER__5	EVM	gene	9795747	9805339	.	-	.	ID=evm.TU.SUPER__5.153;Name=EVM prediction SUPER__5.153
ENSG00000112977.2	gene_5281	evm.TU.SUPER__5.186	SUPER__5	EVM	gene	12936021	12983308	.	-	.	ID=evm.TU.SUPER__5.186;Name=EVM prediction SUPER__5.186
ENSG00000112992.1	gene_5285	evm.TU.SUPER__5.159	SUPER__5	EVM	gene	9948332	10016992	.	+	.	ID=evm.TU.SUPER__5.159;Name=EVM prediction SUPER__5.159
ENSG00000112996.1	gene_5286	evm.TU.SUPER__5.163	SUPER__5	EVM	gene	10658628	10665127	.	+	.	ID=evm.TU.SUPER__5.163;Name=EVM prediction SUPER__5.163
ENSG00000113048.2	gene_5289	evm.TU.SUPER__5.400	SUPER__5	EVM	gene	37227007	37309136	.	-	.	ID=evm.TU.SUPER__5.400;Name=EVM prediction SUPER__5.400
ENSG00000113083.1	gene_5294	reg_6693	SUPER__5	TOGA	gene	72031774	72044892	.	-	.	ID=reg_6693;Name=gene.reg_6693
ENSG00000113088.1	gene_5295	reg_6678	SUPER__5	TOGA	gene	1212710	1217779	.	-	.	ID=reg_6678;Name=gene.reg_6678
ENSG00000113100.1	gene_5296	evm.TU.SUPER__5.225	SUPER__5	EVM	gene	21641829	21695029	.	-	.	ID=evm.TU.SUPER__5.225;Name=EVM prediction SUPER__5.225
ENSG00000113161.1	gene_5301	evm.TU.SUPER__5.438	SUPER__5	EVM	gene	39514639	39533454	.	+	.	ID=evm.TU.SUPER__5.438;Name=EVM prediction SUPER__5.438
ENSG00000113163.1	gene_5302	evm.TU.SUPER__5.439	SUPER__5	EVM	gene	39550923	39642421	.	-	.	ID=evm.TU.SUPER__5.439;Name=EVM prediction SUPER__5.439
ENSG00000113231.1	gene_5309	evm.TU.SUPER__5.457	SUPER__5	EVM	gene	40755972	40922020	.	+	.	ID=evm.TU.SUPER__5.457;Name=EVM prediction SUPER__5.457
ENSG00000113273.1	gene_5318	evm.TU.SUPER__5.469	SUPER__5	EVM	gene	41877194	41999788	.	-	.	ID=evm.TU.SUPER__5.469;Name=EVM prediction SUPER__5.469
ENSG00000113296.2	gene_5321	evm.TU.SUPER__5.483	SUPER__5	EVM	gene	42757148	42805617	.	+	.	ID=evm.TU.SUPER__5.483;Name=EVM prediction SUPER__5.483
ENSG00000113318.1	gene_5326	reg_20665	SUPER__5	TOGA	gene	43116522	43242723	.	+	.	ID=reg_20665;Name=gene.reg_20665
ENSG00000113319.1	gene_5327	evm.TU.SUPER__5.493	SUPER__5	EVM	gene	43270176	43443479	.	+	.	ID=evm.TU.SUPER__5.493;Name=EVM prediction SUPER__5.493
ENSG00000113356.1	gene_5330	evm.TU.SUPER__5.543	SUPER__5	EVM	gene	49709730	49736832	.	+	.	ID=evm.TU.SUPER__5.543;Name=EVM prediction SUPER__5.543
ENSG00000113360.1	gene_5331	reg_6513	SUPER__5	TOGA	gene	24137025	24247535	.	-	.	ID=reg_6513;Name=gene.reg_6513
ENSG00000113361.1	gene_5332	evm.TU.SUPER__5.232	SUPER__5	EVM	gene	24038778	24086064	.	+	.	ID=evm.TU.SUPER__5.232;Name=EVM prediction SUPER__5.232
ENSG00000113368.1	gene_5333	evm.TU.SUPER__5.728	SUPER__5	EVM	gene	75695000	75729461	.	+	.	ID=evm.TU.SUPER__5.728;Name=EVM prediction SUPER__5.728
ENSG00000113369.1	gene_5334	evm.TU.SUPER__5.547	SUPER__5	EVM	gene	50372158	50383173	.	-	.	ID=evm.TU.SUPER__5.547;Name=EVM prediction SUPER__5.547
ENSG00000113384.1	gene_5335	evm.TU.SUPER__5.237	SUPER__5	EVM	gene	24284425	24284808	.	+	.	ID=evm.TU.SUPER__5.237;Name=EVM prediction SUPER__5.237
ENSG00000113384.2	gene_5336	evm.TU.SUPER__5.242	SUPER__5	EVM	gene	24653718	24689358	.	-	.	ID=evm.TU.SUPER__5.242;Name=EVM prediction SUPER__5.242
ENSG00000113387.2	gene_5338	evm.TU.SUPER__5.75	SUPER__5	EVM	gene	3739856	3747973	.	+	.	ID=evm.TU.SUPER__5.75;Name=EVM prediction SUPER__5.75
ENSG00000113389.1	gene_5339	evm.TU.SUPER__5.76	SUPER__5	EVM	gene	3792553	3848170	.	+	.	ID=evm.TU.SUPER__5.76;Name=EVM prediction SUPER__5.76
ENSG00000113391.1	gene_5340	reg_6508	SUPER__5	TOGA	gene	52065979	52410604	.	-	.	ID=reg_6508;Name=gene.reg_6508
ENSG00000113391.2	gene_5341	evm.TU.SUPER__5.560	SUPER__5	EVM	gene	52065297	52410604	.	-	.	ID=evm.TU.SUPER__5.560;Name=EVM prediction SUPER__5.560
ENSG00000113396.1	gene_5342	evm.TU.SUPER__5.742	SUPER__5	EVM	gene	77566503	77619286	.	+	.	ID=evm.TU.SUPER__5.742;Name=EVM prediction SUPER__5.742
ENSG00000113407.1	gene_5343	reg_20953	SUPER__5	TOGA	gene	4170846	4191024	.	+	.	ID=reg_20953;Name=gene.reg_20953
ENSG00000113430.1	gene_5344	reg_20794	SUPER__5	TOGA	gene	28327479	28331652	.	+	.	ID=reg_20794;Name=gene.reg_20794
ENSG00000113441.1	gene_5345	evm.TU.SUPER__5.579	SUPER__5	EVM	gene	54694426	54781011	.	+	.	ID=evm.TU.SUPER__5.579;Name=EVM prediction SUPER__5.579
ENSG00000113448.1	gene_5346	evm.TU.SUPER__5.320	SUPER__5	EVM	gene	29411396	29774479	.	-	.	ID=evm.TU.SUPER__5.320;Name=EVM prediction SUPER__5.320
ENSG00000113448.2	gene_5347	evm.TU.SUPER__5.323	SUPER__5	EVM	gene	30177583	30178041	.	-	.	ID=evm.TU.SUPER__5.323;Name=EVM prediction SUPER__5.323
ENSG00000113456.1	gene_5348	evm.TU.SUPER__5.139	SUPER__5	EVM	gene	8893509	8899128	.	+	.	ID=evm.TU.SUPER__5.139;Name=EVM prediction SUPER__5.139
ENSG00000113460.1	gene_5349	evm.TU.SUPER__5.138	SUPER__5	EVM	gene	8883311	8892725	.	-	.	ID=evm.TU.SUPER__5.138;Name=EVM prediction SUPER__5.138
ENSG00000113492.1	gene_5350	evm.TU.SUPER__5.136	SUPER__5	EVM	gene	8822437	8852609	.	+	.	ID=evm.TU.SUPER__5.136;Name=EVM prediction SUPER__5.136
ENSG00000113494.1	gene_5351	evm.TU.SUPER__5.135	SUPER__5	EVM	gene	8784478	8802310	.	+	.	ID=evm.TU.SUPER__5.135;Name=EVM prediction SUPER__5.135
ENSG00000113504.1	gene_5352	evm.TU.SUPER__5.303	SUPER__5	EVM	gene	28676944	28756336	.	+	.	ID=evm.TU.SUPER__5.303;Name=EVM prediction SUPER__5.303
ENSG00000113532.1	gene_5356	evm.TU.SUPER__5.593	SUPER__5	EVM	gene	57002813	57086292	.	-	.	ID=evm.TU.SUPER__5.593;Name=EVM prediction SUPER__5.593
ENSG00000113558.2	gene_5361	evm.TU.SUPER__5.713	SUPER__5	EVM	gene	74326006	74326497	.	-	.	ID=evm.TU.SUPER__5.713;Name=EVM prediction SUPER__5.713
ENSG00000113569.1	gene_5366	reg_20686	SUPER__5	TOGA	gene	7397390	7443966	.	+	.	ID=reg_20686;Name=gene.reg_20686
ENSG00000113593.1	gene_5371	evm.TU.SUPER__5.360	SUPER__5	EVM	gene	33702120	33727819	.	+	.	ID=evm.TU.SUPER__5.360;Name=EVM prediction SUPER__5.360
ENSG00000113594.1	gene_5372	evm.TU.SUPER__5.109	SUPER__5	EVM	gene	6645574	6688980	.	+	.	ID=evm.TU.SUPER__5.109;Name=EVM prediction SUPER__5.109
ENSG00000113595.1	gene_5373	evm.TU.SUPER__5.361	SUPER__5	EVM	gene	33732785	33762950	.	-	.	ID=evm.TU.SUPER__5.361;Name=EVM prediction SUPER__5.361
ENSG00000113597.3	gene_5376	evm.TU.SUPER__5.362	SUPER__5	EVM	gene	33763684	33793668	.	+	.	ID=evm.TU.SUPER__5.362;Name=EVM prediction SUPER__5.362
ENSG00000113600.1	gene_5377	evm.TU.SUPER__5.102	SUPER__5	EVM	gene	6064053	6094756	.	+	.	ID=evm.TU.SUPER__5.102;Name=EVM prediction SUPER__5.102
ENSG00000113638.1	gene_5380	reg_21091	SUPER__5	TOGA	gene	5233544	5249063	.	+	.	ID=reg_21091;Name=gene.reg_21091
ENSG00000115165.1	gene_5565	evm.TU.SUPER__5.601	SUPER__5	EVM	gene	58727606	58815828	.	-	.	ID=evm.TU.SUPER__5.601;Name=EVM prediction SUPER__5.601
ENSG00000118579.2	gene_6095	evm.TU.SUPER__5.523	SUPER__5	EVM	gene	47189606	47190001	.	+	.	ID=evm.TU.SUPER__5.523;Name=EVM prediction SUPER__5.523
ENSG00000118894.1	gene_6120	evm.TU.SUPER__5.1068	SUPER__5	EVM	gene	97561600	97575300	.	+	.	ID=evm.TU.SUPER__5.1068;Name=EVM prediction SUPER__5.1068
ENSG00000118898.1	gene_6121	evm.TU.SUPER__5.1074	SUPER__5	EVM	gene	97711773	97758026	.	+	.	ID=evm.TU.SUPER__5.1074;Name=EVM prediction SUPER__5.1074
ENSG00000118900.1	gene_6122	evm.TU.SUPER__5.1075	SUPER__5	EVM	gene	97761152	97792636	.	-	.	ID=evm.TU.SUPER__5.1075;Name=EVM prediction SUPER__5.1075
ENSG00000118985.2	gene_6134	evm.TU.SUPER__5.572	SUPER__5	EVM	gene	53788535	53866215	.	-	.	ID=evm.TU.SUPER__5.572;Name=EVM prediction SUPER__5.572
ENSG00000119335.7	gene_6168	evm.TU.SUPER__5.283	SUPER__5	EVM	gene	27822001	27822675	.	-	.	ID=evm.TU.SUPER__5.283;Name=EVM prediction SUPER__5.283
ENSG00000119640.2	gene_6226	evm.TU.SUPER__5.708	SUPER__5	EVM	gene	73495388	73495933	.	-	.	ID=evm.TU.SUPER__5.708;Name=EVM prediction SUPER__5.708
ENSG00000120289.6	gene_6347	evm.TU.SUPER__5.34	SUPER__5	EVM	gene	1254253	1255251	.	+	.	ID=evm.TU.SUPER__5.34;Name=EVM prediction SUPER__5.34
ENSG00000121769.4	gene_6530	evm.TU.SUPER__5.1110	SUPER__5	EVM	gene	99155342	99155743	.	+	.	ID=evm.TU.SUPER__5.1110;Name=EVM prediction SUPER__5.1110
ENSG00000122008.1	gene_6561	evm.TU.SUPER__5.440	SUPER__5	EVM	gene	39666095	39701499	.	+	.	ID=evm.TU.SUPER__5.440;Name=EVM prediction SUPER__5.440
ENSG00000122012.1	gene_6562	evm.TU.SUPER__5.447	SUPER__5	EVM	gene	40006794	40120828	.	+	.	ID=evm.TU.SUPER__5.447;Name=EVM prediction SUPER__5.447
ENSG00000122026.3	gene_6566	evm.TU.SUPER__5.435	SUPER__5	EVM	gene	39238901	39239383	.	+	.	ID=evm.TU.SUPER__5.435;Name=EVM prediction SUPER__5.435
ENSG00000122254.1	gene_6589	evm.TU.SUPER__5.1467	SUPER__5	EVM	gene	109797847	109881123	.	-	.	ID=evm.TU.SUPER__5.1467;Name=EVM prediction SUPER__5.1467
ENSG00000122257.18	gene_6599	evm.TU.SUPER__5.1447	SUPER__5	EVM	gene	108549754	108580525	.	-	.	ID=evm.TU.SUPER__5.1447;Name=EVM prediction SUPER__5.1447
ENSG00000122299.1	gene_6617	evm.TU.SUPER__5.1005	SUPER__5	EVM	gene	92065165	92088924	.	+	.	ID=evm.TU.SUPER__5.1005;Name=EVM prediction SUPER__5.1005
ENSG00000122386.1	gene_6627	reg_6426	SUPER__5	TOGA	gene	99322058	99328833	.	-	.	ID=reg_6426;Name=gene.reg_6426
ENSG00000122390.1	gene_6628	reg_6560	SUPER__5	TOGA	gene	99047849	99084600	.	-	.	ID=reg_6560;Name=gene.reg_6560
ENSG00000123064.7	gene_6718	evm.TU.SUPER__5.230	SUPER__5	EVM	gene	23911042	23911575	.	-	.	ID=evm.TU.SUPER__5.230;Name=EVM prediction SUPER__5.230
ENSG00000123213.1	gene_6756	evm.TU.SUPER__5.364	SUPER__5	EVM	gene	33822493	33898321	.	+	.	ID=evm.TU.SUPER__5.364;Name=EVM prediction SUPER__5.364
ENSG00000123219.1	gene_6757	evm.TU.SUPER__5.359	SUPER__5	EVM	gene	33683162	33699553	.	-	.	ID=evm.TU.SUPER__5.359;Name=EVM prediction SUPER__5.359
ENSG00000124275.1	gene_6924	reg_6821	SUPER__5	TOGA	gene	24702441	24728680	.	-	.	ID=reg_6821;Name=gene.reg_6821
ENSG00000124279.1	gene_6925	evm.TU.SUPER__5.244	SUPER__5	EVM	gene	24732759	24740181	.	+	.	ID=evm.TU.SUPER__5.244;Name=EVM prediction SUPER__5.244
ENSG00000124334.1	gene_6931	reg_20972	SUPER__5	TOGA	gene	103175455	103185584	.	+	.	ID=reg_20972;Name=gene.reg_20972
ENSG00000125503.14	gene_7109	evm.TU.SUPER__5.184	SUPER__5	EVM	gene	12815378	12849664	.	+	.	ID=evm.TU.SUPER__5.184;Name=EVM prediction SUPER__5.184
ENSG00000125844.3	gene_7222	evm.TU.SUPER__5.1466	SUPER__5	EVM	gene	109721157	109722217	.	+	.	ID=evm.TU.SUPER__5.1466;Name=EVM prediction SUPER__5.1466
ENSG00000126522.1	gene_7327	evm.TU.SUPER__5.923	SUPER__5	EVM	gene	86562446	86571291	.	+	.	ID=evm.TU.SUPER__5.923;Name=EVM prediction SUPER__5.923
ENSG00000126524.1	gene_7328	evm.TU.SUPER__5.917	SUPER__5	EVM	gene	86235123	86240487	.	+	.	ID=evm.TU.SUPER__5.917;Name=EVM prediction SUPER__5.917
ENSG00000126602.1	gene_7337	evm.TU.SUPER__5.1100	SUPER__5	EVM	gene	98818229	98879602	.	+	.	ID=evm.TU.SUPER__5.1100;Name=EVM prediction SUPER__5.1100
ENSG00000126603.1	gene_7338	evm.TU.SUPER__5.1093	SUPER__5	EVM	gene	98282551	98286508	.	-	.	ID=evm.TU.SUPER__5.1093;Name=EVM prediction SUPER__5.1093
ENSG00000127184.1	gene_7404	evm.TU.SUPER__5.522	SUPER__5	EVM	gene	46869450	46870531	.	+	.	ID=evm.TU.SUPER__5.522;Name=EVM prediction SUPER__5.522
ENSG00000127554.1	gene_7474	evm.TU.SUPER__5.1174	SUPER__5	EVM	gene	100575680	100577331	.	-	.	ID=evm.TU.SUPER__5.1174;Name=EVM prediction SUPER__5.1174
ENSG00000127564.1	gene_7475	reg_20671	SUPER__5	TOGA	gene	99569913	99584058	.	+	.	ID=reg_20671;Name=gene.reg_20671
ENSG00000127578.1	gene_7476	evm.TU.SUPER__5.1259	SUPER__5	EVM	gene	102601267	102603524	.	-	.	ID=evm.TU.SUPER__5.1259;Name=EVM prediction SUPER__5.1259
ENSG00000127580.1	gene_7477	reg_20618	SUPER__5	TOGA	gene	102540292	102545943	.	+	.	ID=reg_20618;Name=gene.reg_20618
ENSG00000127585.1	gene_7478	evm.TU.SUPER__5.1250	SUPER__5	EVM	gene	102533259	102536880	.	+	.	ID=evm.TU.SUPER__5.1250;Name=EVM prediction SUPER__5.1250
ENSG00000127586.1	gene_7479	reg_6435	SUPER__5	TOGA	gene	102442752	102451640	.	-	.	ID=reg_6435;Name=gene.reg_6435
ENSG00000127588.1	gene_7480	evm.TU.SUPER__5.1241	SUPER__5	EVM	gene	102441866	102442250	.	+	.	ID=evm.TU.SUPER__5.1241;Name=EVM prediction SUPER__5.1241
ENSG00000127946.1	gene_7503	reg_20898	SUPER__5	TOGA	gene	80991754	81126761	.	+	.	ID=reg_20898;Name=gene.reg_20898
ENSG00000127948.1	gene_7505	evm.TU.SUPER__5.860	SUPER__5	EVM	gene	80805198	80839020	.	-	.	ID=evm.TU.SUPER__5.860;Name=EVM prediction SUPER__5.860
ENSG00000127952.1	gene_7506	evm.TU.SUPER__5.858	SUPER__5	EVM	gene	80744335	80797162	.	+	.	ID=evm.TU.SUPER__5.858;Name=EVM prediction SUPER__5.858
ENSG00000128563.1	gene_7581	evm.TU.SUPER__5.839	SUPER__5	EVM	gene	80351308	80370016	.	+	.	ID=evm.TU.SUPER__5.839;Name=EVM prediction SUPER__5.839
ENSG00000128564.1	gene_7582	evm.TU.SUPER__5.823	SUPER__5	EVM	gene	79408350	79410224	.	-	.	ID=evm.TU.SUPER__5.823;Name=EVM prediction SUPER__5.823
ENSG00000128581.1	gene_7586	evm.TU.SUPER__5.832	SUPER__5	EVM	gene	79539350	79544976	.	-	.	ID=evm.TU.SUPER__5.832;Name=EVM prediction SUPER__5.832
ENSG00000129103.1	gene_7653	reg_6574	SUPER__5	TOGA	gene	86762278	86774729	.	-	.	ID=reg_6574;Name=gene.reg_6574
ENSG00000129595.1	gene_7719	evm.TU.SUPER__5.636	SUPER__5	EVM	gene	64867275	65078781	.	-	.	ID=evm.TU.SUPER__5.636;Name=EVM prediction SUPER__5.636
ENSG00000129596.1	gene_7720	evm.TU.SUPER__5.663	SUPER__5	EVM	gene	67353588	67365786	.	-	.	ID=evm.TU.SUPER__5.663;Name=EVM prediction SUPER__5.663
ENSG00000129625.1	gene_7721	evm.TU.SUPER__5.643	SUPER__5	EVM	gene	65368592	65397819	.	-	.	ID=evm.TU.SUPER__5.643;Name=EVM prediction SUPER__5.643
ENSG00000129925.1	gene_7741	evm.TU.SUPER__5.1269	SUPER__5	EVM	gene	102853217	102862464	.	+	.	ID=evm.TU.SUPER__5.1269;Name=EVM prediction SUPER__5.1269
