userId	geneSymbol	geneName	entrezgene	score	gLink
EVI2A	EVI2A	ecotropic viral integration site 2A	2123	0.591736505201699	https://www.ncbi.nlm.nih.gov/gene/?term=2123
EYA1	EYA1	EYA transcriptional coactivator and phosphatase 1	2138	0.91657691493065	https://www.ncbi.nlm.nih.gov/gene/?term=2138
F8	F8	coagulation factor VIII	2157	0.695814905140746	https://www.ncbi.nlm.nih.gov/gene/?term=2157
F8A1	F8A1	coagulation factor VIII associated 1	8263	0.3372791283634215	https://www.ncbi.nlm.nih.gov/gene/?term=8263
FAM110C	FAM110C	family with sequence similarity 110 member C	642273	0.44501060614556054	https://www.ncbi.nlm.nih.gov/gene/?term=642273
FAM111A	FAM111A	family with sequence similarity 111 member A	63901	0.9350181616424806	https://www.ncbi.nlm.nih.gov/gene/?term=63901
FAM111B	FAM111B	family with sequence similarity 111 member B	374393	1.427098385112575	https://www.ncbi.nlm.nih.gov/gene/?term=374393
FAM149B1	FAM149B1	family with sequence similarity 149 member B1	317662	0.690899425646924	https://www.ncbi.nlm.nih.gov/gene/?term=317662
FAM178B	FAM178B	family with sequence similarity 178 member B	51252	0.47200484006659366	https://www.ncbi.nlm.nih.gov/gene/?term=51252
FAM186A	FAM186A	family with sequence similarity 186 member A	121006	0.558008567162104	https://www.ncbi.nlm.nih.gov/gene/?term=121006
FAM227A	FAM227A	family with sequence similarity 227 member A	646851	0.338223502244991	https://www.ncbi.nlm.nih.gov/gene/?term=646851
FAM3D	FAM3D	family with sequence similarity 3 member D	131177	0.5774080855404979	https://www.ncbi.nlm.nih.gov/gene/?term=131177
FAM83H	FAM83H	family with sequence similarity 83 member H	286077	0.223895123531595	https://www.ncbi.nlm.nih.gov/gene/?term=286077
FANK1	FANK1	fibronectin type III and ankyrin repeat domains 1	92565	0.34950740140618736	https://www.ncbi.nlm.nih.gov/gene/?term=92565
FAS	FAS	Fas cell surface death receptor	355	0.9821211697687211	https://www.ncbi.nlm.nih.gov/gene/?term=355
FBXL22	FBXL22	F-box and leucine rich repeat protein 22	283807	0.403118444971913	https://www.ncbi.nlm.nih.gov/gene/?term=283807
FCER2	FCER2	Fc fragment of IgE receptor II	2208	1.13926938177017	https://www.ncbi.nlm.nih.gov/gene/?term=2208
FCGR1A	FCGR1A	Fc fragment of IgG receptor Ia	2209	0.4812043941846015	https://www.ncbi.nlm.nih.gov/gene/?term=2209
FCHO1	FCHO1	FCH domain only 1	23149	0.0597385189571147	https://www.ncbi.nlm.nih.gov/gene/?term=23149
FCN1	FCN1	ficolin 1	2219	0.5316877953289162	https://www.ncbi.nlm.nih.gov/gene/?term=2219
FETUB	FETUB	fetuin B	26998	1.05463644537073	https://www.ncbi.nlm.nih.gov/gene/?term=26998
FFAR2	FFAR2	free fatty acid receptor 2	2867	1.59328719539522	https://www.ncbi.nlm.nih.gov/gene/?term=2867
FLG2	FLG2	filaggrin family member 2	388698	0.5020067753133395	https://www.ncbi.nlm.nih.gov/gene/?term=388698
FLVCR2	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2	55640	0.267847059337987	https://www.ncbi.nlm.nih.gov/gene/?term=55640
FMN1	FMN1	formin 1	342184	0.310172279316475	https://www.ncbi.nlm.nih.gov/gene/?term=342184
FMN2	FMN2	formin 2	56776	0.124032908253795	https://www.ncbi.nlm.nih.gov/gene/?term=56776
FOXD4	FOXD4	forkhead box D4	2298	0.585720462120323	https://www.ncbi.nlm.nih.gov/gene/?term=2298
FPGS	FPGS	folylpolyglutamate synthase	2356	0.591475668784338	https://www.ncbi.nlm.nih.gov/gene/?term=2356
FPR2	FPR2	formyl peptide receptor 2	2358	1.99313395820613	https://www.ncbi.nlm.nih.gov/gene/?term=2358
FRK	FRK	fyn related Src family tyrosine kinase	2444	0.916103611761239	https://www.ncbi.nlm.nih.gov/gene/?term=2444
FTCD	FTCD	formimidoyltransferase cyclodeaminase	10841	0.767674512596051	https://www.ncbi.nlm.nih.gov/gene/?term=10841
FTH1	FTH1	ferritin heavy chain 1	2495	8.117701360582329	https://www.ncbi.nlm.nih.gov/gene/?term=2495
FURIN	FURIN	furin, paired basic amino acid cleaving enzyme	5045	0.181119727702085	https://www.ncbi.nlm.nih.gov/gene/?term=5045
FUT2	FUT2	fucosyltransferase 2	2524	0.31158844253455553	https://www.ncbi.nlm.nih.gov/gene/?term=2524
FXYD5	FXYD5	FXYD domain containing ion transport regulator 5	53827	0.909976271823417	https://www.ncbi.nlm.nih.gov/gene/?term=53827
FZD8	FZD8	frizzled class receptor 8	8325	0.587843132470003	https://www.ncbi.nlm.nih.gov/gene/?term=8325
G6PD	G6PD	glucose-6-phosphate dehydrogenase	2539	0.413417382628054	https://www.ncbi.nlm.nih.gov/gene/?term=2539
GABRB3	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit	2562	0.0651726970670899	https://www.ncbi.nlm.nih.gov/gene/?term=2562
GAS2L2	GAS2L2	growth arrest specific 2 like 2	246176	1.1972536101651	https://www.ncbi.nlm.nih.gov/gene/?term=246176
GBP4	GBP4	guanylate binding protein 4	115361	0.48904923060447997	https://www.ncbi.nlm.nih.gov/gene/?term=115361
GCNT2	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	2651	0.351284162498991	https://www.ncbi.nlm.nih.gov/gene/?term=2651
GIMAP8	GIMAP8	GTPase, IMAP family member 8	155038	0.671284119823361	https://www.ncbi.nlm.nih.gov/gene/?term=155038
GJA3	GJA3	gap junction protein alpha 3	2700	0.6806341152072045	https://www.ncbi.nlm.nih.gov/gene/?term=2700
GLIPR1L1	GLIPR1L1	GLIPR1 like 1	256710	1.345167798740615	https://www.ncbi.nlm.nih.gov/gene/?term=256710
GLP2R	GLP2R	glucagon like peptide 2 receptor	9340	0.505195775451028	https://www.ncbi.nlm.nih.gov/gene/?term=9340
GNAS	GNAS	GNAS complex locus	2778	0.2901480661774205	https://www.ncbi.nlm.nih.gov/gene/?term=2778
GNB5	GNB5	G protein subunit beta 5	10681	0.48934835451133	https://www.ncbi.nlm.nih.gov/gene/?term=10681
GP1BA	GP1BA	glycoprotein Ib platelet subunit alpha	2811	0.8998062963704474	https://www.ncbi.nlm.nih.gov/gene/?term=2811
GPR152	GPR152	G protein-coupled receptor 152	390212	0.4310160192446672	https://www.ncbi.nlm.nih.gov/gene/?term=390212
GPR17	GPR17	G protein-coupled receptor 17	2840	0.409411012640048	https://www.ncbi.nlm.nih.gov/gene/?term=2840
GPR25	GPR25	G protein-coupled receptor 25	2848	0.51571490753788	https://www.ncbi.nlm.nih.gov/gene/?term=2848
GPR62	GPR62	G protein-coupled receptor 62	118442	0.375740390315503	https://www.ncbi.nlm.nih.gov/gene/?term=118442
GPX3	GPX3	glutathione peroxidase 3	2878	0.7575572398878936	https://www.ncbi.nlm.nih.gov/gene/?term=2878
GRIA4	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	2893	0.3695020032012553	https://www.ncbi.nlm.nih.gov/gene/?term=2893
GRIN3A	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A	116443	0.2810047733487477	https://www.ncbi.nlm.nih.gov/gene/?term=116443
GRP	GRP	gastrin releasing peptide	2922	0.450103828844392	https://www.ncbi.nlm.nih.gov/gene/?term=2922
GSTA3	GSTA3	glutathione S-transferase alpha 3	2940	0.99747853779906	https://www.ncbi.nlm.nih.gov/gene/?term=2940
GSTT2B	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene)	653689	1.72951416266923	https://www.ncbi.nlm.nih.gov/gene/?term=653689
GUCA1C	GUCA1C	guanylate cyclase activator 1C	9626	0.710923431848252	https://www.ncbi.nlm.nih.gov/gene/?term=9626
GZMH	GZMH	granzyme H	2999	0.5858593276227451	https://www.ncbi.nlm.nih.gov/gene/?term=2999
HADH	HADH	hydroxyacyl-CoA dehydrogenase	3033	1.60446638187096	https://www.ncbi.nlm.nih.gov/gene/?term=3033
HAPLN2	HAPLN2	hyaluronan and proteoglycan link protein 2	60484	0.849737158211876	https://www.ncbi.nlm.nih.gov/gene/?term=60484
HCAR2	HCAR2	hydroxycarboxylic acid receptor 2	338442	0.723695689207392	https://www.ncbi.nlm.nih.gov/gene/?term=338442
HEATR6	HEATR6	HEAT repeat containing 6	63897	0.30291283035103	https://www.ncbi.nlm.nih.gov/gene/?term=63897
HECTD1	HECTD1	HECT domain E3 ubiquitin protein ligase 1	25831	0.2297389008508895	https://www.ncbi.nlm.nih.gov/gene/?term=25831
HELB	HELB	DNA helicase B	92797	0.6455816020742999	https://www.ncbi.nlm.nih.gov/gene/?term=92797
HELZ2	HELZ2	helicase with zinc finger 2	85441	0.271161918549192	https://www.ncbi.nlm.nih.gov/gene/?term=85441
HERC2	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	8924	0.0383577159180447	https://www.ncbi.nlm.nih.gov/gene/?term=8924
HERC6	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	55008	1.32503475324451	https://www.ncbi.nlm.nih.gov/gene/?term=55008
HES4	HES4	hes family bHLH transcription factor 4	57801	0.101200049073755	https://www.ncbi.nlm.nih.gov/gene/?term=57801
HEXD	HEXD	hexosaminidase D	284004	0.13613528382658066	https://www.ncbi.nlm.nih.gov/gene/?term=284004
HEXIM2	HEXIM2	HEXIM P-TEFb complex subunit 2	124790	0.584136909306505	https://www.ncbi.nlm.nih.gov/gene/?term=124790
HHIPL1	HHIPL1	HHIP like 1	84439	0.0969032516823876	https://www.ncbi.nlm.nih.gov/gene/?term=84439
HJURP	HJURP	Holliday junction recognition protein	55355	0.844819488404838	https://www.ncbi.nlm.nih.gov/gene/?term=55355
HKDC1	HKDC1	hexokinase domain containing 1	80201	0.113980236425533	https://www.ncbi.nlm.nih.gov/gene/?term=80201
HLA-DQB1	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	0.8188276056647521	https://www.ncbi.nlm.nih.gov/gene/?term=3119
HLA-DRB5	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	0.9389186382413415	https://www.ncbi.nlm.nih.gov/gene/?term=3127
HOXB2	HOXB2	homeobox B2	3212	0.5239855353590055	https://www.ncbi.nlm.nih.gov/gene/?term=3212
HSPH1	HSPH1	heat shock protein family H (Hsp110) member 1	10808	1.47446894175241	https://www.ncbi.nlm.nih.gov/gene/?term=10808
HTR4	HTR4	5-hydroxytryptamine receptor 4	3360	0.284033740872645	https://www.ncbi.nlm.nih.gov/gene/?term=3360
HYAL2	HYAL2	hyaluronidase 2	8692	0.34476292158836	https://www.ncbi.nlm.nih.gov/gene/?term=8692
ICAM1	ICAM1	intercellular adhesion molecule 1	3383	0.394178061805008	https://www.ncbi.nlm.nih.gov/gene/?term=3383
IDH3B	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta	3420	0.56623848361169	https://www.ncbi.nlm.nih.gov/gene/?term=3420
IFIT1	IFIT1	interferon induced protein with tetratricopeptide repeats 1	3434	1.20072737577017	https://www.ncbi.nlm.nih.gov/gene/?term=3434
IFNAR1	IFNAR1	interferon alpha and beta receptor subunit 1	3454	1.411028871914008	https://www.ncbi.nlm.nih.gov/gene/?term=3454
IFT140	IFT140	intraflagellar transport 140	9742	0.180096746040726	https://www.ncbi.nlm.nih.gov/gene/?term=9742
IGFBP1	IGFBP1	insulin like growth factor binding protein 1	3484	0.119752214136134	https://www.ncbi.nlm.nih.gov/gene/?term=3484
IGFBP7	IGFBP7	insulin like growth factor binding protein 7	3490	0.767544317715508	https://www.ncbi.nlm.nih.gov/gene/?term=3490
IGFN1	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	91156	0.462458646762846	https://www.ncbi.nlm.nih.gov/gene/?term=91156
IGLL5	IGLL5	immunoglobulin lambda like polypeptide 5	100423062	3.09941498062281	https://www.ncbi.nlm.nih.gov/gene/?term=100423062
IGSF10	IGSF10	immunoglobulin superfamily member 10	285313	0.3895256258590985	https://www.ncbi.nlm.nih.gov/gene/?term=285313
IGSF11	IGSF11	immunoglobulin superfamily member 11	152404	0.939936841138175	https://www.ncbi.nlm.nih.gov/gene/?term=152404
IL17RD	IL17RD	interleukin 17 receptor D	54756	0.602409848988482	https://www.ncbi.nlm.nih.gov/gene/?term=54756
IL1RAP	IL1RAP	interleukin 1 receptor accessory protein	3556	2.21625795892093	https://www.ncbi.nlm.nih.gov/gene/?term=3556
IL1RL1	IL1RL1	interleukin 1 receptor like 1	9173	1.42861403979788	https://www.ncbi.nlm.nih.gov/gene/?term=9173
IL21R	IL21R	interleukin 21 receptor	50615	0.264302245783321	https://www.ncbi.nlm.nih.gov/gene/?term=50615
IL27RA	IL27RA	interleukin 27 receptor subunit alpha	9466	0.404377749167891	https://www.ncbi.nlm.nih.gov/gene/?term=9466
IL31RA	IL31RA	interleukin 31 receptor A	133396	0.9155120624244235	https://www.ncbi.nlm.nih.gov/gene/?term=133396
IL6R	IL6R	interleukin 6 receptor	3570	0.249214930398024	https://www.ncbi.nlm.nih.gov/gene/?term=3570
INPP5B	INPP5B	inositol polyphosphate-5-phosphatase B	3633	0.683306920955251	https://www.ncbi.nlm.nih.gov/gene/?term=3633
INSIG1	INSIG1	insulin induced gene 1	3638	0.538327525591755	https://www.ncbi.nlm.nih.gov/gene/?term=3638
IQCA1	IQCA1	IQ motif containing with AAA domain 1	79781	0.257662913709036	https://www.ncbi.nlm.nih.gov/gene/?term=79781
IQCE	IQCE	IQ motif containing E	23288	0.879293567895579	https://www.ncbi.nlm.nih.gov/gene/?term=23288
ITGAM	ITGAM	integrin subunit alpha M	3684	0.467589726930296	https://www.ncbi.nlm.nih.gov/gene/?term=3684
ITGAX	ITGAX	integrin subunit alpha X	3687	0.7220402491492377	https://www.ncbi.nlm.nih.gov/gene/?term=3687
ITIH4	ITIH4	inter-alpha-trypsin inhibitor heavy chain family member 4	3700	0.28074548391069	https://www.ncbi.nlm.nih.gov/gene/?term=3700
ITPRID1	ITPRID1	ITPR interacting domain containing 1	223075	0.552982473297213	https://www.ncbi.nlm.nih.gov/gene/?term=223075
KANK4	KANK4	KN motif and ankyrin repeat domains 4	163782	0.0760212429448682	https://www.ncbi.nlm.nih.gov/gene/?term=163782
KANSL1L	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	151050	1.57258094634203	https://www.ncbi.nlm.nih.gov/gene/?term=151050
KANSL2	KANSL2	KAT8 regulatory NSL complex subunit 2	54934	0.242245457848839	https://www.ncbi.nlm.nih.gov/gene/?term=54934
KCNC4	KCNC4	potassium voltage-gated channel subfamily C member 4	3749	0.158755351168346	https://www.ncbi.nlm.nih.gov/gene/?term=3749
KCNQ2	KCNQ2	potassium voltage-gated channel subfamily Q member 2	3785	0.45645470972633895	https://www.ncbi.nlm.nih.gov/gene/?term=3785
KCNS1	KCNS1	potassium voltage-gated channel modifier subfamily S member 1	3787	0.265397269443138	https://www.ncbi.nlm.nih.gov/gene/?term=3787
KCTD14	KCTD14	potassium channel tetramerization domain containing 14	65987	0.493678196075592	https://www.ncbi.nlm.nih.gov/gene/?term=65987
KDM4D	KDM4D	lysine demethylase 4D	55693	0.295117329865429	https://www.ncbi.nlm.nih.gov/gene/?term=55693
KHDC1	KHDC1	KH domain containing 1	80759	0.792200622799076	https://www.ncbi.nlm.nih.gov/gene/?term=80759
KHDC3L	KHDC3L	KH domain containing 3 like, subcortical maternal complex member	154288	1.41447117186789	https://www.ncbi.nlm.nih.gov/gene/?term=154288
KIAA1217	KIAA1217	KIAA1217	56243	0.5764391460756471	https://www.ncbi.nlm.nih.gov/gene/?term=56243
KIAA1549	KIAA1549	KIAA1549	57670	0.378012183050841	https://www.ncbi.nlm.nih.gov/gene/?term=57670
KIAA2026	KIAA2026	KIAA2026	158358	0.324882557781262	https://www.ncbi.nlm.nih.gov/gene/?term=158358
KIF3A	KIF3A	kinesin family member 3A	11127	0.878152265845254	https://www.ncbi.nlm.nih.gov/gene/?term=11127
KIT	KIT	KIT proto-oncogene receptor tyrosine kinase	3815	0.975871067671269	https://www.ncbi.nlm.nih.gov/gene/?term=3815
KLK5	KLK5	kallikrein related peptidase 5	25818	3.80089571243201	https://www.ncbi.nlm.nih.gov/gene/?term=25818
KRBA1	KRBA1	KRAB-A domain containing 1	84626	0.387184102709891	https://www.ncbi.nlm.nih.gov/gene/?term=84626
KRT1	KRT1	keratin 1	3848	0.312973495521773	https://www.ncbi.nlm.nih.gov/gene/?term=3848
KRT12	KRT12	keratin 12	3859	0.513003112806495	https://www.ncbi.nlm.nih.gov/gene/?term=3859
KRT16	KRT16	keratin 16	3868	0.253443873255219	https://www.ncbi.nlm.nih.gov/gene/?term=3868
KRT19	KRT19	keratin 19	3880	1.00789163578176	https://www.ncbi.nlm.nih.gov/gene/?term=3880
KRT20	KRT20	keratin 20	54474	0.613078435511933	https://www.ncbi.nlm.nih.gov/gene/?term=54474
KRT31	KRT31	keratin 31	3881	0.164670698800962	https://www.ncbi.nlm.nih.gov/gene/?term=3881
KRT5	KRT5	keratin 5	3852	0.8916434559847954	https://www.ncbi.nlm.nih.gov/gene/?term=3852
KRT76	KRT76	keratin 76	51350	0.27009501011699066	https://www.ncbi.nlm.nih.gov/gene/?term=51350
LACTBL1	LACTBL1	lactamase beta like 1	646262	3.29660150149029	https://www.ncbi.nlm.nih.gov/gene/?term=646262
LAMA3	LAMA3	laminin subunit alpha 3	3909	0.312285426070739	https://www.ncbi.nlm.nih.gov/gene/?term=3909
LAMTOR2	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	28956	0.333080205551663	https://www.ncbi.nlm.nih.gov/gene/?term=28956
LBP	LBP	lipopolysaccharide binding protein	3929	1.48005429824697	https://www.ncbi.nlm.nih.gov/gene/?term=3929
LCN2	LCN2	lipocalin 2	3934	2.19587849808889	https://www.ncbi.nlm.nih.gov/gene/?term=3934
LETMD1	LETMD1	LETM1 domain containing 1	25875	0.341063815770486	https://www.ncbi.nlm.nih.gov/gene/?term=25875
LIAS	LIAS	lipoic acid synthetase	11019	0.805591246811643	https://www.ncbi.nlm.nih.gov/gene/?term=11019
LILRA6	LILRA6	leukocyte immunoglobulin like receptor A6	79168	0.725523819426608	https://www.ncbi.nlm.nih.gov/gene/?term=79168
LILRB3	LILRB3	leukocyte immunoglobulin like receptor B3	11025	0.6928266811959665	https://www.ncbi.nlm.nih.gov/gene/?term=11025
LILRB4	LILRB4	leukocyte immunoglobulin like receptor B4	11006	1.0397419036900457	https://www.ncbi.nlm.nih.gov/gene/?term=11006
LMNTD2	LMNTD2	lamin tail domain containing 2	256329	0.60137364431808	https://www.ncbi.nlm.nih.gov/gene/?term=256329
LRIG2	LRIG2	leucine rich repeats and immunoglobulin like domains 2	9860	0.958314937186538	https://www.ncbi.nlm.nih.gov/gene/?term=9860
LRRC15	LRRC15	leucine rich repeat containing 15	131578	0.44336919635414	https://www.ncbi.nlm.nih.gov/gene/?term=131578
LRRC38	LRRC38	leucine rich repeat containing 38	126755	0.702162792888591	https://www.ncbi.nlm.nih.gov/gene/?term=126755
LRRC4B	LRRC4B	leucine rich repeat containing 4B	94030	0.09720395114639685	https://www.ncbi.nlm.nih.gov/gene/?term=94030
LTBR	LTBR	lymphotoxin beta receptor	4055	3.39134213317451	https://www.ncbi.nlm.nih.gov/gene/?term=4055
LYRM9	LYRM9	LYR motif containing 9	201229	0.291136164201204	https://www.ncbi.nlm.nih.gov/gene/?term=201229
MAFA	MAFA	MAF bZIP transcription factor A	389692	0.151126017473169	https://www.ncbi.nlm.nih.gov/gene/?term=389692
MAGEB10	MAGEB10	MAGE family member B10	139422	0.558236061965204	https://www.ncbi.nlm.nih.gov/gene/?term=139422
MAGEB4	MAGEB4	MAGE family member B4	4115	0.526965132448294	https://www.ncbi.nlm.nih.gov/gene/?term=4115
MAML2	MAML2	mastermind like transcriptional coactivator 2	84441	0.124774196955177	https://www.ncbi.nlm.nih.gov/gene/?term=84441
MAP1S	MAP1S	microtubule associated protein 1S	55201	0.225870335426476	https://www.ncbi.nlm.nih.gov/gene/?term=55201
MAP2K6	MAP2K6	mitogen-activated protein kinase kinase 6	5608	0.992664205580556	https://www.ncbi.nlm.nih.gov/gene/?term=5608
MAP6	MAP6	microtubule associated protein 6	4135	0.505800109935764	https://www.ncbi.nlm.nih.gov/gene/?term=4135
MAP7D3	MAP7D3	MAP7 domain containing 3	79649	1.01979148428978	https://www.ncbi.nlm.nih.gov/gene/?term=79649
MAPK15	MAPK15	mitogen-activated protein kinase 15	225689	0.518643223567658	https://www.ncbi.nlm.nih.gov/gene/?term=225689
MAPK1IP1L	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	93487	0.5780019391479625	https://www.ncbi.nlm.nih.gov/gene/?term=93487
MAPK8	MAPK8	mitogen-activated protein kinase 8	5599	2.2572926106348232	https://www.ncbi.nlm.nih.gov/gene/?term=5599
MAPK9	MAPK9	mitogen-activated protein kinase 9	5601	0.38218083263749447	https://www.ncbi.nlm.nih.gov/gene/?term=5601
MARCO	MARCO	macrophage receptor with collagenous structure	8685	0.830170185635153	https://www.ncbi.nlm.nih.gov/gene/?term=8685
MAVS	MAVS	mitochondrial antiviral signaling protein	57506	0.456942865666407	https://www.ncbi.nlm.nih.gov/gene/?term=57506
MBD1	MBD1	methyl-CpG binding domain protein 1	4152	0.252448662707732	https://www.ncbi.nlm.nih.gov/gene/?term=4152
MDM1	MDM1	Mdm1 nuclear protein	56890	0.9846234628255129	https://www.ncbi.nlm.nih.gov/gene/?term=56890
ME1	ME1	malic enzyme 1	4199	0.413279677050201	https://www.ncbi.nlm.nih.gov/gene/?term=4199
MEN1	MEN1	menin 1	4221	0.402038242545014	https://www.ncbi.nlm.nih.gov/gene/?term=4221
MFSD4B	MFSD4B	major facilitator superfamily domain containing 4B	91749	0.550632873436049	https://www.ncbi.nlm.nih.gov/gene/?term=91749
MFSD6L	MFSD6L	major facilitator superfamily domain containing 6 like	162387	0.897146351330568	https://www.ncbi.nlm.nih.gov/gene/?term=162387
MGARP	MGARP	mitochondria localized glutamic acid rich protein	84709	0.608852871848225	https://www.ncbi.nlm.nih.gov/gene/?term=84709
MGMT	MGMT	O-6-methylguanine-DNA methyltransferase	4255	0.380797409677727	https://www.ncbi.nlm.nih.gov/gene/?term=4255
MICAL1	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	64780	0.280158702137064	https://www.ncbi.nlm.nih.gov/gene/?term=64780
MICALL2	MICALL2	MICAL like 2	79778	0.2700122480172795	https://www.ncbi.nlm.nih.gov/gene/?term=79778
MINAR1	MINAR1	membrane integral NOTCH2 associated receptor 1	23251	0.132528460896597	https://www.ncbi.nlm.nih.gov/gene/?term=23251
MIOS	MIOS	meiosis regulator for oocyte development	54468	0.275969167105768	https://www.ncbi.nlm.nih.gov/gene/?term=54468
MIS18A	MIS18A	MIS18 kinetochore protein A	54069	0.354616335965049	https://www.ncbi.nlm.nih.gov/gene/?term=54069
MISP3	MISP3	MISP family member 3	113230	0.636218202014852	https://www.ncbi.nlm.nih.gov/gene/?term=113230
MKRN1	MKRN1	makorin ring finger protein 1	23608	0.211648801981624	https://www.ncbi.nlm.nih.gov/gene/?term=23608
MLLT3	MLLT3	MLLT3, super elongation complex subunit	4300	0.111577541657357	https://www.ncbi.nlm.nih.gov/gene/?term=4300
MMP26	MMP26	matrix metallopeptidase 26	56547	0.841497694240185	https://www.ncbi.nlm.nih.gov/gene/?term=56547
MOGAT3	MOGAT3	monoacylglycerol O-acyltransferase 3	346606	2.05384944519981	https://www.ncbi.nlm.nih.gov/gene/?term=346606
MORN3	MORN3	MORN repeat containing 3	283385	1.1231594622526195	https://www.ncbi.nlm.nih.gov/gene/?term=283385
MPO	MPO	myeloperoxidase	4353	0.364096070842032	https://www.ncbi.nlm.nih.gov/gene/?term=4353
MROH2A	MROH2A	maestro heat like repeat family member 2A	339766	0.169423031084055	https://www.ncbi.nlm.nih.gov/gene/?term=339766
MRPL14	MRPL14	mitochondrial ribosomal protein L14	64928	0.59391170117567	https://www.ncbi.nlm.nih.gov/gene/?term=64928
MRPL22	MRPL22	mitochondrial ribosomal protein L22	29093	2.5895753349761335	https://www.ncbi.nlm.nih.gov/gene/?term=29093
MRPS16	MRPS16	mitochondrial ribosomal protein S16	51021	2.32816081391873	https://www.ncbi.nlm.nih.gov/gene/?term=51021
MTHFSD	MTHFSD	methenyltetrahydrofolate synthetase domain containing	64779	0.4738182025036285	https://www.ncbi.nlm.nih.gov/gene/?term=64779
MTNR1A	MTNR1A	melatonin receptor 1A	4543	0.4578052943643835	https://www.ncbi.nlm.nih.gov/gene/?term=4543
MUC1	MUC1	mucin 1, cell surface associated	4582	1.1510647483879757	https://www.ncbi.nlm.nih.gov/gene/?term=4582
MUC5AC	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	4586	0.241574377746365	https://www.ncbi.nlm.nih.gov/gene/?term=4586
MYBPC2	MYBPC2	myosin binding protein C, fast type	4606	0.16213356671753998	https://www.ncbi.nlm.nih.gov/gene/?term=4606
MYLK3	MYLK3	myosin light chain kinase 3	91807	0.175889990727164	https://www.ncbi.nlm.nih.gov/gene/?term=91807
MYO19	MYO19	myosin XIX	80179	0.89936472793503	https://www.ncbi.nlm.nih.gov/gene/?term=80179
MYO7A	MYO7A	myosin VIIA	4647	0.0577949293090043	https://www.ncbi.nlm.nih.gov/gene/?term=4647
MYOZ3	MYOZ3	myozenin 3	91977	2.1586989474968012	https://www.ncbi.nlm.nih.gov/gene/?term=91977
NAA80	NAA80	N(alpha)-acetyltransferase 80, NatH catalytic subunit	24142	0.569079943051666	https://www.ncbi.nlm.nih.gov/gene/?term=24142
NAALADL1	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1	10004	0.510768465948173	https://www.ncbi.nlm.nih.gov/gene/?term=10004
NACA	NACA	nascent polypeptide associated complex subunit alpha	4666	1.0167981556380632	https://www.ncbi.nlm.nih.gov/gene/?term=4666
NACAD	NACAD	NAC alpha domain containing	23148	0.5826680532236345	https://www.ncbi.nlm.nih.gov/gene/?term=23148
NAGPA	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	51172	0.60954287868505	https://www.ncbi.nlm.nih.gov/gene/?term=51172
NBR1	NBR1	NBR1, autophagy cargo receptor	4077	0.101361704875987	https://www.ncbi.nlm.nih.gov/gene/?term=4077
NCAM1	NCAM1	neural cell adhesion molecule 1	4684	0.154421175592268	https://www.ncbi.nlm.nih.gov/gene/?term=4684
NCBP1	NCBP1	nuclear cap binding protein subunit 1	4686	0.970695649921732	https://www.ncbi.nlm.nih.gov/gene/?term=4686
NCL	NCL	nucleolin	4691	0.72235384393572	https://www.ncbi.nlm.nih.gov/gene/?term=4691
NDN	NDN	necdin, MAGE family member	4692	0.100849073851288	https://www.ncbi.nlm.nih.gov/gene/?term=4692
NECTIN1	NECTIN1	nectin cell adhesion molecule 1	5818	0.980421730375281	https://www.ncbi.nlm.nih.gov/gene/?term=5818
NEFH	NEFH	neurofilament heavy	4744	0.236519233340097	https://www.ncbi.nlm.nih.gov/gene/?term=4744
NEK10	NEK10	NIMA related kinase 10	152110	0.120387518369257	https://www.ncbi.nlm.nih.gov/gene/?term=152110
NELFA	NELFA	negative elongation factor complex member A	7469	0.195443659587151	https://www.ncbi.nlm.nih.gov/gene/?term=7469
NEMP2	NEMP2	nuclear envelope integral membrane protein 2	100131211	1.64083688984721	https://www.ncbi.nlm.nih.gov/gene/?term=100131211
NFKBIL1	NFKBIL1	NFKB inhibitor like 1	4795	0.385184465957857	https://www.ncbi.nlm.nih.gov/gene/?term=4795
NHEJ1	NHEJ1	non-homologous end joining factor 1	79840	0.393676667466658	https://www.ncbi.nlm.nih.gov/gene/?term=79840
